id,sentence,difficulty,cleaned_text
2467,"Le régiment était composé de deux mille hommes ; cela lui composa quatre mille coups de baguette, qui, depuis la nuque du cou jusqu'au cul, lui découvrirent les muscles et les nerfs.",B2,rgiment tait compos deux mille hommes cela composa quatre mille coups baguette depuis nuque cou jusquau cul dcouvrirent muscles nerfs
2468,"Si les centaines de millions d'affamés de la planète sont inacceptables, la situation alimentaire internationale donne pourtant, selon les spécialistes, "" des signes lents mais tangibles d'amélioration"".",C1,si centaines millions daffams plante inacceptables situation alimentaire internationale donne pourtant selon spcialistes signes lents tangibles damlioration
2469,Il était juste un peu curieux.,A2,tait juste peu curieux
2470,"Ma chère Sonia, Je suis bien arrivée à Londres pour ma dernière année d'études de marketing à l'université.",B1,chre sonia bien arrive londres dernire anne dtudes marketing luniversit
2471,Plusieurs pays ont commencé à appliquer les principes d'une gestion intelligente d'une ressource longtemps considérée comme inépuisable.,B2,plusieurs pays commenc appliquer principes dune gestion intelligente dune ressource longtemps considre comme inpuisable
2472,Il faudra bien que quelqu'un aide le petit à le faire.,A2,faudra bien quelquun aide petit faire
2473,Le chaufffeur de bus est en retard.,A1,chaufffeur bus retard
2474,Je ne vois aucune contradiction entre la promotion des langues régionales et la défense du français,C2,vois aucune contradiction entre promotion langues rgionales dfense franais
2475,"Le poids croissant du Japon, l'émergence des nouveaux pays industrialisés (NPI) et, surtout, la montée en puissance spectaculaire de la Chine rappellent des réalités beaucoup plus anciennes qu'une hiérarchie économique entre les Occidentaux et le reste du Monde.",C2,poids croissant japon lmergence nouveaux pays industrialiss npi surtout monte puissance spectaculaire chine rappellent ralits beaucoup plus anciennes quune hirarchie conomique entre occidentaux reste monde
2476,Il ne dit jamais rien qui puisse nous affecter outre mesure dans nos estimes de soi.,C1,dit jamais rien puisse affecter outre mesure estimes soi
2477,Il arrive bientôt.,A1,arrive bientt
2478,"En effet, même si vous ne souhaitez pas acheter quelque chose, il est toujours intéressant de passer du temps dans les centres commerciaux",B1,effet meme si souhaitez acheter quelque chose toujours interessant passer temps centres commerciaux
2479,"Du haut de la Tour Eiffel, on peut voir les principaux monuments de Paris",B1,haut tour eiffel peut voir principaux monuments paris
2480,C'est en Italie que les deux mots sont le plus souvent associés.,A2,cest italie deux mots plus souvent associs
2481,"Quand le G20 du 15 avril décide le moratoire, c'est la première fois que la Chine acceptait, dans un cadre multilatéral, de participer à un moratoire.",B2,quand g avril dcide moratoire cest premire fois chine acceptait cadre multilatral participer moratoire
2482,"Les yeux de Fabrice se mouillèrent, il répandit des larmes en embrassant la comtesse, mais sa résolution de partir ne fut pas un instant ébranlée.",C1,yeux fabrice mouillrent rpandit larmes embrassant comtesse rsolution partir instant branle
2483,Le menu est imaginé chaque jour en fonction de ce que les chefs trouvent au marché de Lyon.,B1,menu imagin chaque jour fonction chefs trouvent march lyon
2484,"Nous nous interrogeons sur le soutien moral et financier des pouvoirs publics à une campagne de sensibilisation dont le message (""Achetez du café qui vous permette de dormir tranquille"", encart publicitaire de la marque Max Havelaar France) suinte la vieille culture coloniale qui marque encore aujourd'hui nos imaginaires collectifs et notre rapport au monde: le rôle de l'État est-il de financer des opérations de ""communication éthique"" d'enseignes multinationales?",C1,interrogeons soutien moral financier pouvoirs publics campagne sensibilisation dont message achetez caf permette dormir tranquille encart publicitaire marque max havelaar france suinte vieille culture coloniale marque encore aujourdhui imaginaires collectifs rapport monde rle ltat estil financer oprations communication thique denseignes multinationales
2485,Ce sont elles qui les comptent et les mettent dans notre panier.,A2,elles comptent mettent panier
2486,Les joueurs se furent rapidement ressaisis après la tentative désastreuse pour égaliser le score avant la mi-temps.,C1,joueurs rapidement ressaisis aprs tentative dsastreuse galiser score avant mitemps
2487,Tu n'oubliais pas ! Tu nettoyais la demeure de fond en combles.,B1,noubliais nettoyais demeure fond combles
2488,"Homme de réseaux, le vagabond n'a pas coupé les liens avec le pays, qu'il maintient grâce au solide maillage des postes européennes.",C2,homme rseaux vagabond na coup liens pays quil maintient grce solide maillage postes europennes
2489,"Revue une fois, elle sera cette fois plus facilement accessible""",C1,revue fois cette fois plus facilement accessible
2490,"Selon les calculs du CNES, la batterie de Philae devait être totalement déchargée vers 02h00 GMT (03h00 locales).",B2,selon calculs cnes batterie philae devait tre totalement dcharge vers h gmt h locales
2491,"Mais, quand d'un passé ancien rien ne subsiste, aprés la mort des êtres, après la destruction des choses, seules, plus frèles mais plus vivaces, plus immatérielles, plus persistantes, plus fidèles, l'odeur et la saveur restent encore longtemps, comme des âmes, à se rappeler, à attendre, à espérer, sur la ruine de tout le reste, à porter sans fléchir, sur leur gouttelette presque impalpable, l'édifice immense du souvenir.",C2,quand dun pass ancien rien subsiste aprs mort tres aprs destruction choses seules plus frles plus vivaces plus immatrielles plus persistantes plus fidles lodeur saveur restent encore longtemps comme rappeler attendre esprer ruine tout reste porter sans flchir gouttelette presque impalpable ldifice immense souvenir
2492,"Vous voyez, le rôle de l'école a changé.",A2,voyez rle lcole a chang
2493,"L'année dernière, je suis allé au bord de la Loire pour les vacances.",A2,lanne dernire all bord loire vacances
2494,Elle est grande !,A1,grande
2495,"Il y en a qui disent que c'est trop, mais pas moi.",B1,a disent cest trop
2496,"Les sénateurs élus au scrutin majoritaire, dont le siège devient vacant pour cause de décès, d'acceptation des fonctions de membre du Conseil constitutionnel ou de Défenseur des droits ou de prolongation au-delà du délai de six mois d'une mission temporaire confiée par le Gouvernement sont remplacés par les personnes élues en même temps qu'eux à cet effet.",C2,snateurs lus scrutin majoritaire dont sige devient vacant cause dcs dacceptation fonctions membre conseil constitutionnel dfenseur droits prolongation audel dlai six mois dune mission temporaire confie gouvernement remplacs personnes lues mme temps queux cet effet
2497,"La naissance des Etats-nations, dont l'unité territoriale était étroitement liée à leur homogénéité linguistique, a également joué un rôle décisif dans la consolidation des langues adoptées comme nationales, et la marginalisation des autres.",C1,naissance etatsnations dont lunit territoriale tait troitement lie homognit linguistique a galement jou rle dcisif consolidation langues adoptes comme nationales marginalisation autres
2498,"D'après Marx, les Hommes qui font du travail une contrainte sont ceux qui produisent les objets du désir des Hommes",C2,daprs marx hommes font travail contrainte ceux produisent objets dsir hommes
2499,"Je sais qu'elle est souvent seule à la maison, et que le soir il rentre très tard.",A2,sais quelle souvent seule maison soir rentre trs tard
2500,"C'est pratique, je veux dire, le moment de convalescence, vous portez un masque, donc de toute façon en règle générale ça ne se voit pas",B1,cest pratique veux dire moment convalescence portez masque donc toute faon rgle gnrale a voit
2501,Le réalisateur m'a expliqué qu'il avait longtemps cherché l'acteur idéal.,B1,ralisateur expliqu quil longtemps cherch lacteur idal
2502,"Car sans incertitude nous serions cantonnés à une vie morne, dont la fresque ne serait teinte que de dégradés de gris, en absence complète de couleurs",C2,car sans incertitude cantonns vie morne dont fresque teinte dgrads gris absence complte couleurs
2503,"En 2003, les Français ont ainsi flambé 30 milliards d'euros, pour le plus grand profit de l'industrie du secteur et de l'État croupier, qui prélève sa dîme.",C2,franais ainsi flamb milliards deuros plus grand profit lindustrie secteur ltat croupier prlve dme
2504,"Inversement, les régions tempérées lointaines n'intéressent que médiocrement les colonisateurs jusqu'à l'explosion démographique du Vieux Continent au XIXe siècle, moment où les pays neufs deviennent des polongements européens.",C2,inversement rgions tempres lointaines nintressent mdiocrement colonisateurs jusqu lexplosion dmographique vieux continent xixe sicle moment o pays neufs deviennent polongements europens
2505,"Ces enfants s'étaient procuré quelques petites clefs, et quand la nuit était bien noire, ils essayaient d'ouvrir les cadenas de ces chaînes qui attachent les bateaux à quelque grosse pierre ou à quelque arbre voisin du rivage.",C1,enfants staient procur quelques petites clefs quand nuit tait bien noire essayaient douvrir cadenas chanes attachent bateaux quelque grosse pierre quelque arbre voisin rivage
2506,"Nous continuons de parler anglais à la maison, car mes parents ne veulent pas que je perde ma langue natale",A2,continuons parler anglais maison car parents veulent perde langue natale
2507,"Des paysans et des seigneurs, le plaid sur l'épaule, chantaient tous ensemble une chanson de chasse ; puis il survint un capitaine qui invoquait l'ange du mal en levant au ciel ses deux bras ; un autre parut ; ils s'en allèrent, et les chasseurs reprirent.",C2,paysans seigneurs plaid lpaule chantaient tous ensemble chanson chasse puis survint capitaine invoquait lange mal levant ciel deux bras autre parut sen allrent chasseurs reprirent
2508,L'ensemble comporte également un nombre de pièces réduit.,C1,lensemble comporte galement nombre pices rduit
2509,C'est aussi un test pour les couples nouvellement formés ou qui n'avaient jamais expérimenté la vie à deux.,B1,cest aussi test couples nouvellement forms navaient jamais expriment vie deux
2510,Je lui ai demandé ce que nous devions faire.,A2,demand devions faire
2511,Nous allons au restaurant.,A1,allons restaurant
2512,"Si vous ne mangez que des légumes, ce restaurant n'est pas pour vous !",B1,si mangez lgumes restaurant nest
